Order,Name,Kind,Gateway,Created At,Status,Amount,Currency,Card Type
5041853169775,#50983,capture,stripe,28-07-2023 00:06,success,27.99,USD,discover
5041853169775,#50983,refund,stripe,07-08-2023 16:28,success,27.99,USD,discover
5041853137007,#50982,capture,stripe,28-07-2023 00:06,success,29.49,USD,master
5041853104239,#50981,capture,stripe,28-07-2023 00:06,success,27.99,USD,master
5041853071471,#50980,capture,stripe,28-07-2023 00:06,success,29.49,USD,master
5041853038703,#50979,capture,shopify_payments,28-07-2023 00:06,success,29.34,USD,visa
5041852973167,#50978,capture,stripe,28-07-2023 00:06,success,27.99,USD,visa
5041852940399,#50977,capture,stripe,28-07-2023 00:06,success,27.99,USD,american_express
5041852907631,#50976,capture,stripe,28-07-2023 00:06,success,29.49,USD,discover
5041852874863,#50975,capture,stripe,28-07-2023 00:06,success,30.86,USD,master
5041852842095,#50974,capture,stripe,28-07-2023 00:06,success,29.53,USD,master
5041852809327,#50973,capture,stripe,28-07-2023 00:06,success,31.77,USD,visa
5041852776559,#50972,capture,shopify_payments,28-07-2023 00:06,success,27.39,USD,master
5041852743791,#50971,capture,stripe,28-07-2023 00:06,success,27.99,USD,discover
5041852711023,#50970,capture,stripe,28-07-2023 00:06,success,29.49,USD,visa
5041852678255,#50969,capture,stripe,28-07-2023 00:06,success,27.99,USD,visa
5041852645487,#50968,capture,stripe,28-07-2023 00:06,success,29.49,USD,visa
5041852645487,#50968,refund,stripe,28-07-2023 14:11,success,29.49,USD,visa
5041852612719,#50967,capture,stripe,28-07-2023 00:06,success,27.99,USD,master
5041852579951,#50966,capture,stripe,28-07-2023 00:06,success,30.12,USD,visa
5041852547183,#50965,capture,shopify_payments,28-07-2023 00:06,success,29.49,USD,visa
5041852514415,#50964,capture,stripe,28-07-2023 00:06,success,27.39,USD,master
5041852481647,#50963,capture,stripe,28-07-2023 00:06,success,59.06,USD,visa
5041852448879,#50962,capture,stripe,28-07-2023 00:06,success,32.13,USD,visa
5041852416111,#50961,capture,stripe,28-07-2023 00:06,success,58.62,USD,visa
5041852383343,#50960,capture,shopify_payments,28-07-2023 00:06,success,29.49,USD,discover
5041852350575,#50959,capture,stripe,28-07-2023 00:06,success,27.99,USD,visa
5041852317807,#50958,capture,stripe,28-07-2023 00:06,success,27.99,USD,visa
5041852285039,#50957,capture,stripe,28-07-2023 00:06,success,27.99,USD,american_express
5041852252271,#50956,capture,shopify_payments,28-07-2023 00:06,success,27.39,USD,visa
5041852219503,#50955,capture,stripe,28-07-2023 00:06,success,27.99,USD,master
5041852186735,#50954,capture,stripe,28-07-2023 00:06,success,27.99,USD,visa
5041852153967,#50953,capture,stripe,28-07-2023 00:06,success,29.67,USD,visa
5041852121199,#50952,capture,stripe,28-07-2023 00:06,success,32.15,USD,visa
5041852055663,#50951,capture,stripe,28-07-2023 00:06,success,27.99,USD,visa
5041852022895,#50950,sale,,28-07-2023 00:06,success,29.49,USD,
5041768824943,#50949,capture,shopify_payments,27-07-2023 20:53,success,21.41,USD,visa
5041721147503,#50948,capture,shopify_payments,27-07-2023 19:05,success,31.55,USD,discover
5041702240367,#50947,capture,shopify_payments,27-07-2023 18:21,success,58.98,USD,master
5041696047215,#50946,capture,shopify_payments,27-07-2023 18:07,success,24.65,USD,visa
5041645617263,#50945,capture,shopify_payments,27-07-2023 16:23,success,62.96,USD,visa
5041613635695,#50944,capture,shopify_payments,27-07-2023 15:24,success,31.11,USD,visa
5041613635695,#50944,refund,shopify_payments,02-08-2023 11:37,success,31.11,USD,visa
5041607999599,#50943,capture,shopify_payments,27-07-2023 15:12,success,27.89,USD,master
5041606361199,#50942,capture,shopify_payments,27-07-2023 15:09,success,33.64,USD,visa
5041603379311,#50941,capture,shopify_payments,27-07-2023 15:04,success,27.89,USD,visa
5041602756719,#50940,capture,shopify_payments,27-07-2023 15:03,success,58.44,USD,master
5041600331887,#50939,capture,shopify_payments,27-07-2023 14:59,success,26.54,USD,discover
5041565270127,#50938,capture,shopify_payments,27-07-2023 14:06,success,32.5,USD,visa
5041544462447,#50937,capture,shopify_payments,27-07-2023 13:40,success,31.26,USD,visa
5041540497519,#50936,capture,shopify_payments,27-07-2023 13:33,success,29.49,USD,visa
5041520312431,#50935,capture,shopify_payments,27-07-2023 13:01,success,30.33,USD,master
5041508712559,#50934,capture,shopify_payments,27-07-2023 12:39,success,31.26,USD,american_express
5041480990831,#50933,capture,shopify_payments,27-07-2023 12:01,success,56.78,USD,discover
5041453236335,#50932,capture,shopify_payments,27-07-2023 11:18,success,31.33,USD,discover
5041433182319,#50931,capture,shopify_payments,27-07-2023 10:35,success,30.99,USD,visa
5041173692527,#50930,capture,stripe,27-07-2023 01:04,success,27.99,USD,american_express
5041132798063,#50929,capture,shopify_payments,27-07-2023 00:05,success,32.17,USD,visa
5041132765295,#50928,capture,shopify_payments,27-07-2023 00:05,success,29.49,USD,visa
5041132732527,#50927,capture,stripe,27-07-2023 00:05,success,27.39,USD,visa
5041132699759,#50926,capture,stripe,27-07-2023 00:05,success,27.39,USD,american_express
5041132666991,#50925,capture,stripe,27-07-2023 00:05,success,55.98,USD,visa
5041132601455,#50924,capture,stripe,27-07-2023 00:05,success,32.59,USD,visa
5041132568687,#50923,capture,stripe,27-07-2023 00:05,success,31.77,USD,master
5041132535919,#50922,capture,stripe,27-07-2023 00:05,success,29.49,USD,discover
5041132503151,#50921,capture,stripe,27-07-2023 00:05,success,31.74,USD,visa
5041132470383,#50920,capture,stripe,27-07-2023 00:05,success,32.5,USD,visa
5041132437615,#50919,capture,stripe,27-07-2023 00:05,success,31.77,USD,visa
5041132404847,#50918,capture,stripe,27-07-2023 00:05,success,31.55,USD,visa
5041132372079,#50917,capture,stripe,27-07-2023 00:05,success,31.63,USD,master
5041132339311,#50916,capture,stripe,27-07-2023 00:05,success,29.49,USD,visa
5041131946095,#50915,capture,stripe,27-07-2023 00:03,success,29.49,USD,visa
5041131913327,#50914,capture,stripe,27-07-2023 00:03,success,29.78,USD,visa
5041122312303,#50913,capture,shopify_payments,26-07-2023 23:38,success,24.19,USD,american_express
5041122115695,#50912,capture,shopify_payments,26-07-2023 23:38,success,33.92,USD,american_express
5040992256111,#50911,capture,shopify_payments,26-07-2023 19:08,success,29.84,USD,visa
5040987013231,#50910,capture,shopify_payments,26-07-2023 18:56,success,29.24,USD,master
5040930029679,#50909,capture,shopify_payments,26-07-2023 17:06,success,30.82,USD,visa
5040861085807,#50908,capture,shopify_payments,26-07-2023 15:02,success,29.3,USD,master
5040858071151,#50907,capture,shopify_payments,26-07-2023 14:56,success,55.78,USD,visa
5040855253103,#50906,capture,shopify_payments,26-07-2023 14:50,success,29.81,USD,master
5040716284015,#50905,capture,shopify_payments,26-07-2023 10:47,success,32.71,USD,visa
5040693411951,#50904,capture,shopify_payments,26-07-2023 09:58,success,31.14,USD,visa
5040686530671,#50903,capture,shopify_payments,26-07-2023 09:42,success,29.84,USD,master
5040679616623,#50902,capture,shopify_payments,26-07-2023 09:27,success,29.49,USD,discover
5040465346671,#50901,capture,stripe,26-07-2023 01:04,success,29.49,USD,american_express
5040465313903,#50900,capture,stripe,26-07-2023 01:04,success,82.17,USD,master
5040454860911,#50899,capture,shopify_payments,26-07-2023 00:32,success,29.78,USD,visa
5040427401327,#50898,capture,shopify_payments,26-07-2023 00:05,success,22.99,USD,master
5040427368559,#50897,capture,shopify_payments,26-07-2023 00:05,success,29.41,USD,visa
5040427335791,#50896,capture,stripe,26-07-2023 00:05,success,24.19,USD,visa
5040427303023,#50895,capture,stripe,26-07-2023 00:05,success,22.99,USD,master
5040427270255,#50894,capture,stripe,26-07-2023 00:05,success,29.49,USD,master
5040427237487,#50893,capture,stripe,26-07-2023 00:05,success,30.16,USD,visa
5040427204719,#50892,capture,shopify_payments,26-07-2023 00:05,success,26.66,USD,visa
5040427139183,#50891,capture,stripe,26-07-2023 00:05,success,29.49,USD,visa
5040427106415,#50890,capture,stripe,26-07-2023 00:05,success,29.49,USD,master
5040427040879,#50889,capture,stripe,26-07-2023 00:05,success,29.49,USD,visa
5040427008111,#50888,capture,shopify_payments,26-07-2023 00:05,success,27.66,USD,master
5040426975343,#50887,capture,stripe,26-07-2023 00:05,success,31.25,USD,visa
5040426942575,#50886,capture,stripe,26-07-2023 00:05,success,31.84,USD,visa
5040426909807,#50885,capture,stripe,26-07-2023 00:05,success,31.94,USD,visa
5040426877039,#50884,capture,shopify_payments,26-07-2023 00:05,success,48.38,USD,master
5040426844271,#50883,capture,stripe,26-07-2023 00:05,success,29.49,USD,visa
5040426811503,#50882,capture,stripe,26-07-2023 00:05,success,29.49,USD,master
5040426778735,#50881,capture,stripe,26-07-2023 00:05,success,29.49,USD,discover
5040426745967,#50880,capture,stripe,26-07-2023 00:05,success,29.49,USD,master
5040426713199,#50879,capture,stripe,26-07-2023 00:05,success,29.49,USD,visa
5040426680431,#50878,capture,stripe,26-07-2023 00:05,success,32.17,USD,visa
5040426647663,#50877,capture,stripe,26-07-2023 00:05,success,31.3,USD,visa
5040426614895,#50876,capture,stripe,26-07-2023 00:05,success,31.11,USD,visa
5040426549359,#50875,capture,stripe,26-07-2023 00:05,success,29.49,USD,visa
5040426516591,#50874,capture,stripe,26-07-2023 00:05,success,59.34,USD,discover
5040426483823,#50873,capture,stripe,26-07-2023 00:05,success,32.21,USD,discover
5040426418287,#50872,capture,stripe,26-07-2023 00:05,success,63.26,USD,master
5040426385519,#50871,capture,stripe,26-07-2023 00:05,success,27.99,USD,visa
5040426352751,#50870,capture,stripe,26-07-2023 00:05,success,31.11,USD,master
5040426352751,#50870,refund,stripe,01-08-2023 15:55,success,31.11,USD,master
5040271294575,#50869,capture,shopify_payments,25-07-2023 18:37,success,53.97,USD,american_express
5040213262447,#50868,capture,shopify_payments,25-07-2023 16:42,success,31.11,USD,visa
5040194420847,#50867,capture,shopify_payments,25-07-2023 16:09,success,28.39,USD,discover
5040165027951,#50866,capture,shopify_payments,25-07-2023 15:17,success,25.69,USD,visa
5040141959279,#50865,capture,shopify_payments,25-07-2023 14:34,success,27.39,USD,visa
5040137928815,#50864,capture,shopify_payments,25-07-2023 14:28,success,25.55,USD,visa
5040097525871,#50863,capture,shopify_payments,25-07-2023 13:34,success,27.99,USD,visa
5040077504623,#50862,capture,shopify_payments,25-07-2023 12:56,success,32.93,USD,visa
5040040968303,#50861,capture,shopify_payments,25-07-2023 11:54,success,31.08,USD,visa
5039707619439,#50860,capture,stripe,25-07-2023 00:06,success,29.49,USD,master
5039707619439,#50860,refund,stripe,02-08-2023 10:31,failure,29.49,USD,master
5039707553903,#50859,capture,shopify_payments,25-07-2023 00:06,success,27.99,USD,master
5039707521135,#50858,capture,stripe,25-07-2023 00:05,success,24.19,USD,master
5039707488367,#50857,capture,stripe,25-07-2023 00:06,success,30.8,USD,visa
5039707455599,#50856,capture,stripe,25-07-2023 00:05,success,29.49,USD,master
5039707324527,#50855,sale,,25-07-2023 00:05,success,29.84,USD,
5039707422831,#50854,capture,stripe,25-07-2023 00:05,success,27.66,USD,master
5039707390063,#50853,capture,stripe,25-07-2023 00:05,success,29.49,USD,master
5039707357295,#50852,capture,stripe,25-07-2023 00:05,success,29.49,USD,visa
5039707291759,#50851,capture,stripe,25-07-2023 00:05,success,29.49,USD,visa
5039707258991,#50850,capture,stripe,25-07-2023 00:05,success,63.11,USD,visa
5039707226223,#50849,capture,stripe,25-07-2023 00:05,success,24.43,USD,discover
5039707193455,#50848,capture,stripe,25-07-2023 00:05,success,29.49,USD,visa
5039707160687,#50847,capture,stripe,25-07-2023 00:05,success,29.78,USD,visa
5039707127919,#50846,capture,stripe,25-07-2023 00:05,success,32.12,USD,visa
5039707127919,#50846,refund,stripe,28-07-2023 11:15,success,32.12,USD,visa
5039661613167,#50845,capture,shopify_payments,24-07-2023 22:26,success,30.75,USD,visa
5039659024495,#50844,capture,shopify_payments,24-07-2023 22:21,success,27.58,USD,visa
5039561375855,#50843,capture,shopify_payments,24-07-2023 19:20,success,29.49,USD,visa
5039554232431,#50842,capture,shopify_payments,24-07-2023 19:07,success,28.13,USD,visa
5039505309807,#50841,capture,shopify_payments,24-07-2023 17:25,success,30.99,USD,visa
5039505309807,#50841,refund,shopify_payments,02-08-2023 13:34,success,30.99,USD,visa
5039484043375,#50840,capture,shopify_payments,24-07-2023 16:46,success,30.75,USD,visa
5039484043375,#50840,refund,shopify_payments,24-07-2023 18:18,success,30.75,USD,visa
5039478603887,#50839,capture,shopify_payments,24-07-2023 16:37,success,60.25,USD,visa
5039390261359,#50838,capture,shopify_payments,24-07-2023 14:11,success,29.49,USD,master
5039327215727,#50837,capture,shopify_payments,24-07-2023 12:47,success,28.51,USD,master
5039320399983,#50836,capture,shopify_payments,24-07-2023 12:35,success,32,USD,master
5039261286511,#50835,capture,shopify_payments,24-07-2023 11:03,success,33.29,USD,master
5039217737839,#50834,capture,shopify_payments,24-07-2023 09:42,success,31.55,USD,american_express
5039210954863,#50833,capture,shopify_payments,24-07-2023 09:30,success,25.19,USD,master
5039016738927,#50832,capture,shopify_payments,24-07-2023 03:27,success,31.67,USD,visa
5038972633199,#50831,capture,stripe,24-07-2023 01:04,success,29.88,USD,master
5038972469359,#50830,capture,stripe,24-07-2023 01:04,success,31.26,USD,american_express
5038972436591,#50829,capture,stripe,24-07-2023 01:04,success,59.9,USD,american_express
5038932361327,#50828,capture,stripe,24-07-2023 00:05,success,25.82,USD,visa
5038932328559,#50827,capture,stripe,24-07-2023 00:05,success,29.17,USD,master
5038932295791,#50826,capture,stripe,24-07-2023 00:05,success,29.49,USD,visa
5038932263023,#50825,capture,stripe,24-07-2023 00:05,success,27.39,USD,visa
5038932230255,#50824,capture,stripe,24-07-2023 00:05,success,29.49,USD,discover
5038932197487,#50823,capture,stripe,24-07-2023 00:05,success,25.88,USD,master
5038932164719,#50822,capture,stripe,24-07-2023 00:05,success,58.98,USD,visa
5038932131951,#50821,capture,stripe,24-07-2023 00:05,success,27.39,USD,visa
5038932066415,#50820,capture,stripe,24-07-2023 00:05,success,64.22,USD,visa
5038932033647,#50819,capture,stripe,24-07-2023 00:05,success,29.49,USD,master
5038932000879,#50818,capture,stripe,24-07-2023 00:05,success,51.98,USD,master
5038931968111,#50817,capture,stripe,24-07-2023 00:05,success,32.28,USD,american_express
5038931935343,#50816,capture,stripe,24-07-2023 00:05,success,29.49,USD,american_express
5038931902575,#50815,capture,stripe,24-07-2023 00:05,success,29.49,USD,master
5038931869807,#50814,capture,stripe,24-07-2023 00:05,success,32.17,USD,visa
5038931837039,#50813,capture,stripe,24-07-2023 00:05,success,30.8,USD,visa
5038931804271,#50812,capture,stripe,24-07-2023 00:05,success,32.36,USD,visa
5038931738735,#50811,capture,stripe,24-07-2023 00:05,success,29.49,USD,master
5038931705967,#50810,capture,stripe,24-07-2023 00:05,success,26.12,USD,visa
5038931673199,#50809,capture,stripe,24-07-2023 00:05,success,29.49,USD,master
5038931640431,#50808,capture,stripe,24-07-2023 00:05,success,24.19,USD,visa
5038822522991,#50807,capture,shopify_payments,23-07-2023 20:26,success,60.11,USD,american_express
5038672838767,#50806,capture,shopify_payments,23-07-2023 16:07,success,66.32,USD,visa
5038667858031,#50805,capture,shopify_payments,23-07-2023 15:58,success,29.84,USD,master
5038603731055,#50804,capture,shopify_payments,23-07-2023 14:05,success,34.24,USD,visa
5038563197039,#50803,capture,shopify_payments,23-07-2023 13:01,success,31.14,USD,american_express
5038561427567,#50802,capture,shopify_payments,23-07-2023 12:58,success,29.58,USD,master
5038541996143,#50801,capture,shopify_payments,23-07-2023 12:20,success,31.33,USD,discover
5038541668463,#50800,capture,shopify_payments,23-07-2023 12:19,success,29.49,USD,master
5038522892399,#50799,capture,shopify_payments,23-07-2023 11:40,success,29.49,USD,visa
5038483308655,#50798,capture,shopify_payments,23-07-2023 10:13,success,45.34,USD,visa
5038233583727,#50797,capture,shopify_payments,23-07-2023 00:06,success,27.39,USD,visa
5038233550959,#50796,capture,stripe,23-07-2023 00:06,success,59.16,USD,visa
5038233518191,#50795,capture,stripe,23-07-2023 00:06,success,30.67,USD,discover
5038233485423,#50794,capture,stripe,23-07-2023 00:06,success,29.37,USD,visa
5038233452655,#50793,capture,stripe,23-07-2023 00:06,success,31.78,USD,visa
5038233419887,#50792,capture,shopify_payments,23-07-2023 00:06,success,26.63,USD,visa
5038233387119,#50791,capture,stripe,23-07-2023 00:06,success,24.94,USD,visa
5038233354351,#50790,capture,stripe,23-07-2023 00:06,success,29.49,USD,visa
5038233321583,#50789,capture,stripe,23-07-2023 00:06,success,31.51,USD,visa
5038233321583,#50789,refund,stripe,25-07-2023 11:15,success,31.51,USD,visa
5038233288815,#50788,capture,stripe,23-07-2023 00:06,success,29.49,USD,visa
5038233256047,#50787,capture,stripe,23-07-2023 00:06,success,29.49,USD,discover
5038233223279,#50786,capture,stripe,23-07-2023 00:06,success,31.33,USD,american_express
5038233190511,#50785,capture,stripe,23-07-2023 00:06,success,29.49,USD,master
5038233157743,#50784,capture,stripe,23-07-2023 00:06,success,60.81,USD,master
5038233124975,#50783,capture,stripe,23-07-2023 00:06,success,29.49,USD,visa
5038233124975,#50783,refund,stripe,26-07-2023 11:40,success,29.49,USD,visa
5038233092207,#50782,capture,stripe,23-07-2023 00:06,success,22.99,USD,discover
5038233059439,#50781,capture,stripe,23-07-2023 00:06,success,31.55,USD,visa
5038233026671,#50780,capture,stripe,23-07-2023 00:06,success,30.33,USD,master
5038232993903,#50779,capture,stripe,23-07-2023 00:06,success,29.49,USD,visa
5038232961135,#50778,capture,stripe,23-07-2023 00:06,success,58.98,USD,visa
5038232928367,#50777,capture,stripe,23-07-2023 00:06,success,24.17,USD,visa
5038232895599,#50776,capture,stripe,23-07-2023 00:06,success,24.6,USD,visa
5038232862831,#50775,capture,stripe,23-07-2023 00:06,success,22.99,USD,american_express
5038232830063,#50774,capture,stripe,23-07-2023 00:06,success,29.49,USD,master
5038232797295,#50773,capture,stripe,23-07-2023 00:06,success,24.83,USD,master
5038232764527,#50772,capture,stripe,23-07-2023 00:06,success,24.71,USD,master
5038232731759,#50771,capture,stripe,23-07-2023 00:06,success,32,USD,visa
5038232698991,#50770,capture,stripe,23-07-2023 00:06,success,31.51,USD,discover
5038232666223,#50769,capture,stripe,23-07-2023 00:06,success,29.49,USD,visa
5038232633455,#50768,capture,stripe,23-07-2023 00:06,success,29.49,USD,visa
5038232600687,#50767,capture,stripe,23-07-2023 00:06,success,24.01,USD,american_express
5038232567919,#50766,capture,stripe,23-07-2023 00:06,success,29.49,USD,visa
5038118830191,#50765,capture,shopify_payments,22-07-2023 19:24,success,27.39,USD,visa
5038117716079,#50764,capture,shopify_payments,22-07-2023 19:21,success,64.46,USD,visa
5038083342447,#50763,capture,shopify_payments,22-07-2023 18:10,success,33.31,USD,american_express
5038006632559,#50762,capture,shopify_payments,22-07-2023 15:50,success,26.7,USD,visa
5038001291375,#50761,capture,shopify_payments,22-07-2023 15:40,success,64.81,USD,master
5037998899311,#50760,capture,shopify_payments,22-07-2023 15:36,success,26.7,USD,visa
5037990772847,#50759,capture,shopify_payments,22-07-2023 15:22,success,29.49,USD,visa
5037923369071,#50758,capture,shopify_payments,22-07-2023 13:41,success,29.95,USD,visa
5037881458799,#50757,capture,shopify_payments,22-07-2023 12:27,success,31.1,USD,visa
5037865009263,#50756,capture,shopify_payments,22-07-2023 11:58,success,32.25,USD,visa
5037827784815,#50755,capture,shopify_payments,22-07-2023 10:44,success,118.25,USD,master
5037795278959,#50754,capture,shopify_payments,22-07-2023 09:27,success,33.92,USD,visa
5037601063023,#50753,capture,stripe,22-07-2023 01:05,success,30.51,USD,american_express
5037564493935,#50752,capture,stripe,22-07-2023 00:06,success,27.39,USD,visa
5037564461167,#50751,capture,stripe,22-07-2023 00:05,success,29.53,USD,master
5037564428399,#50750,capture,stripe,22-07-2023 00:05,success,25.91,USD,visa
5037564395631,#50749,capture,stripe,22-07-2023 00:05,success,22.99,USD,american_express
5037564362863,#50748,capture,stripe,22-07-2023 00:05,success,29.78,USD,visa
5037564297327,#50747,capture,stripe,22-07-2023 00:05,success,22.99,USD,visa
5037564264559,#50746,capture,stripe,22-07-2023 00:05,success,29.47,USD,american_express
5037564231791,#50745,capture,stripe,22-07-2023 00:05,success,31.52,USD,visa
5037564199023,#50744,capture,stripe,22-07-2023 00:05,success,22.99,USD,visa
5037564166255,#50743,capture,stripe,22-07-2023 00:05,success,25.54,USD,visa
5037564133487,#50742,capture,stripe,22-07-2023 00:05,success,61.16,USD,discover
5037564100719,#50741,capture,stripe,22-07-2023 00:05,success,27.99,USD,visa
5037564067951,#50740,capture,stripe,22-07-2023 00:05,success,31.55,USD,master
5037564035183,#50739,capture,stripe,22-07-2023 00:05,success,22.99,USD,american_express
5037564002415,#50738,capture,stripe,22-07-2023 00:05,success,22.99,USD,visa
5037563969647,#50737,capture,stripe,22-07-2023 00:05,success,29.88,USD,visa
5037563904111,#50736,capture,stripe,22-07-2023 00:05,success,31.91,USD,discover
5037563871343,#50735,capture,stripe,22-07-2023 00:05,success,29.49,USD,master
5037563838575,#50734,capture,stripe,22-07-2023 00:05,success,29.49,USD,master
5037563805807,#50733,capture,stripe,22-07-2023 00:05,success,24.43,USD,discover
5037563773039,#50732,capture,stripe,22-07-2023 00:05,success,24.87,USD,visa
5037563740271,#50731,capture,stripe,22-07-2023 00:05,success,31.55,USD,discover
5037563707503,#50730,capture,stripe,22-07-2023 00:05,success,29.49,USD,visa
5037563674735,#50729,capture,stripe,22-07-2023 00:05,success,29.78,USD,master
5037563641967,#50728,capture,stripe,22-07-2023 00:05,success,31.33,USD,master
5037563609199,#50727,capture,stripe,22-07-2023 00:05,success,26.13,USD,american_express
5037563576431,#50726,capture,stripe,22-07-2023 00:05,success,29.95,USD,master
5037563543663,#50725,capture,stripe,22-07-2023 00:05,success,54.78,USD,master
5037563510895,#50724,capture,stripe,22-07-2023 00:05,success,31.55,USD,visa
5037563478127,#50723,capture,stripe,22-07-2023 00:05,success,29.49,USD,visa
5037563445359,#50722,capture,stripe,22-07-2023 00:05,success,24.92,USD,visa
5037563445359,#50722,refund,stripe,24-07-2023 12:23,success,24.92,USD,visa
5037563379823,#50721,capture,stripe,22-07-2023 00:05,success,30.96,USD,visa
5037563314287,#50720,capture,stripe,22-07-2023 00:05,success,29.49,USD,american_express
5037563281519,#50719,capture,stripe,22-07-2023 00:05,success,29.49,USD,visa
5037563248751,#50718,capture,stripe,22-07-2023 00:05,success,27.99,USD,visa
5037563183215,#50717,capture,stripe,22-07-2023 00:05,success,27.99,USD,visa
5037563215983,#50716,capture,stripe,22-07-2023 00:05,success,29.74,USD,american_express
5037563150447,#50715,capture,stripe,22-07-2023 00:05,success,31.33,USD,visa
5037563117679,#50714,capture,stripe,22-07-2023 00:05,success,22.99,USD,master
5037532708975,#50713,capture,shopify_payments,21-07-2023 22:42,success,25.64,USD,american_express
5037422510191,#50712,capture,shopify_payments,21-07-2023 18:47,success,37.15,USD,visa
5037412647023,#50711,capture,shopify_payments,21-07-2023 18:28,success,29.84,USD,visa
5037348356207,#50710,capture,shopify_payments,21-07-2023 16:32,success,30.29,USD,visa
5037346324591,#50709,capture,shopify_payments,21-07-2023 16:29,success,33.86,USD,visa
5037345472623,#50708,capture,shopify_payments,21-07-2023 16:27,success,29.56,USD,visa
5037331284079,#50707,capture,shopify_payments,21-07-2023 16:08,success,32.73,USD,american_express
5037297664111,#50706,capture,shopify_payments,21-07-2023 15:23,success,35.73,USD,master
5037288947823,#50705,capture,shopify_payments,21-07-2023 15:11,success,30.33,USD,visa
5037286719599,#50704,capture,shopify_payments,21-07-2023 15:08,success,26.99,USD,visa
5037222232175,#50703,capture,shopify_payments,21-07-2023 13:49,success,29.49,USD,discover
5037196607599,#50702,capture,shopify_payments,21-07-2023 13:16,success,26.54,USD,master
5037121634415,#50701,capture,shopify_payments,21-07-2023 10:57,success,52.49,USD,discover
5036872401007,#50700,capture,stripe,21-07-2023 01:05,success,32.52,USD,visa
5036872368239,#50699,capture,stripe,21-07-2023 01:05,success,27.99,USD,american_express
5036872269935,#50698,capture,shopify_payments,21-07-2023 01:05,success,58.47,USD,master
5036872269935,#50698,refund,shopify_payments,21-07-2023 11:51,success,58.47,USD,master
5036871155823,#50697,capture,shopify_payments,21-07-2023 01:02,success,26.54,USD,american_express
5036832030831,#50696,capture,shopify_payments,21-07-2023 00:06,success,29.49,USD,visa
5036831998063,#50695,capture,shopify_payments,21-07-2023 00:06,success,24.6,USD,visa
5036831965295,#50694,capture,shopify_payments,21-07-2023 00:06,success,29.49,USD,visa
5036831932527,#50693,capture,shopify_payments,21-07-2023 00:06,success,24.19,USD,master
5036831899759,#50692,capture,stripe,21-07-2023 00:06,success,31.55,USD,master
5036831866991,#50691,capture,stripe,21-07-2023 00:06,success,30.26,USD,master
5036831834223,#50690,capture,shopify_payments,21-07-2023 00:06,success,29.49,USD,visa
5036831801455,#50689,capture,stripe,21-07-2023 00:06,success,29.49,USD,visa
5036831801455,#50689,refund,stripe,21-07-2023 09:17,success,29.49,USD,visa
5036831768687,#50688,capture,stripe,21-07-2023 00:06,success,28.27,USD,visa
5036831735919,#50687,capture,stripe,21-07-2023 00:06,success,63.25,USD,discover
5036831703151,#50686,capture,stripe,21-07-2023 00:06,success,28.27,USD,visa
5036831670383,#50685,capture,stripe,21-07-2023 00:06,success,63.85,USD,visa
5036831637615,#50684,capture,stripe,21-07-2023 00:06,success,29.53,USD,discover
5036831604847,#50683,capture,stripe,21-07-2023 00:06,success,25.97,USD,master
5036831572079,#50682,capture,stripe,21-07-2023 00:06,success,27.99,USD,visa
5036831539311,#50681,capture,stripe,21-07-2023 00:06,success,62.96,USD,visa
5036831506543,#50680,capture,stripe,21-07-2023 00:05,success,29.95,USD,american_express
5036831473775,#50679,capture,stripe,21-07-2023 00:05,success,27.99,USD,visa
5036831441007,#50678,capture,stripe,21-07-2023 00:06,success,22.99,USD,discover
5036831408239,#50677,capture,stripe,21-07-2023 00:05,success,29.49,USD,master
5036831375471,#50676,capture,stripe,21-07-2023 00:05,success,27.99,USD,discover
5036831342703,#50675,capture,stripe,21-07-2023 00:06,success,27.99,USD,discover
5036831309935,#50674,capture,stripe,21-07-2023 00:06,success,22.99,USD,visa
5036831277167,#50673,capture,stripe,21-07-2023 00:05,success,24.9,USD,visa
5036831244399,#50672,capture,stripe,21-07-2023 00:05,success,29.49,USD,master
5036831211631,#50671,capture,stripe,21-07-2023 00:05,success,59.9,USD,master
5036831178863,#50670,capture,stripe,21-07-2023 00:05,success,30.8,USD,visa
5036831146095,#50669,capture,stripe,21-07-2023 00:05,success,27.99,USD,american_express
5036831113327,#50668,capture,stripe,21-07-2023 00:05,success,24.25,USD,master
5036831080559,#50667,capture,stripe,21-07-2023 00:05,success,29.78,USD,master
5036831047791,#50666,capture,stripe,21-07-2023 00:05,success,29.67,USD,visa
5036831015023,#50665,capture,stripe,21-07-2023 00:05,success,24.57,USD,visa
5036830982255,#50664,capture,stripe,21-07-2023 00:05,success,29.49,USD,visa
5036830949487,#50663,capture,stripe,21-07-2023 00:05,success,29.72,USD,visa
5036830916719,#50662,capture,stripe,21-07-2023 00:05,success,27.99,USD,master
5036830883951,#50661,capture,stripe,21-07-2023 00:05,success,29.84,USD,visa
5036830851183,#50660,capture,stripe,21-07-2023 00:05,success,24.28,USD,visa
5036830818415,#50659,capture,stripe,21-07-2023 00:05,success,63.32,USD,visa
5036830785647,#50658,capture,stripe,21-07-2023 00:05,success,27.99,USD,master
5036830752879,#50657,capture,stripe,21-07-2023 00:05,success,27.39,USD,master
5036830720111,#50656,capture,stripe,21-07-2023 00:05,success,30.09,USD,visa
5036830687343,#50655,capture,stripe,21-07-2023 00:05,success,22.99,USD,visa
